수집월,제목,작성일,언론사,링크,본문
2026-04,‘집안일 돈으로 환산해봤더니’ 강원지역 가사노동 가치 연 17조원,2026-04-30 00:08:14,강원일보,https://www.kwnews.co.kr/page/view/2026042950128100000,"국가데이터처 ‘2024년 가계생산위성계정(무급 가사노동 가치 평가)’도내 가사노동 가치 5년 전보다 19.7% 껑충반려동물 가구 증가, 반려식물 유행으로 ‘가사관리’ 가치 큰폭 상승 연합뉴스 음식 준비, 청소 및 정리 등 가사노동이 창출하는 경제적 가치가 한 해 17조원에 달하는 것으로 나타났다.국가데이터처는 29일 ‘2024년 가계생산위성계정(무급 가사노동 가치 평가)’를 발표했다. 가계생산위성계정은 소득통계에 포함되지 않는 음식 준비, 청소, 돌보기 등 무급 가사노동을 화폐가치로 환산한 지표다.해당 자료에 따르면 2024년 기준 도내 연간 무급 가사노동 가치는 17조4,750억원이었다. 이는 5년 전인 2019년보다 19.7% 증가한 값이다.특히 무급 가사노동 중 청소와 음식 준비 등을 포함한 ‘가정관리’ 가치가 14조5,730억으로 가장 높았으며, 5년 전 대비 증가폭 또한 31.9%로 가장 컸다. 이는 반려동물 가구 증가와 반려식물 유행 등이 반영된 것으로 해석된다.가족 및 가구원 돌봄의 가치는 2019년보다 12.9% 감소했다. 저출산으로 인한 미성년자 인구 감소와 공공돌봄에 대한 정책 수요가 늘어나는 등 가계 내 돌봄이 가계 밖 돌봄으로 바뀌고 있기 때문으로 보인다.또 가사노동에 대한 남녀 격차는 좁혀졌지만, 금액 차이는 여전히 컸다. 2024년 도내 가사노동에서 남성이 차지하는 비중은 2019년 대비 0.1% 늘어난 0.9%였고 여성의 비중은 0.1% 줄어든 2.1%로 집계됐다.가사노동의 경제적 가치는 여성과 남성이 각각 12조1,420억원, 5조3,330억원을 기록하며, 여성이 2배 이상 높은 것으로 조사됐다.한편, 전국 1인당 가사노동 가치는 1,125만원으로 5년 새 20.0% 급등했다. 홍예정기자 hyj27@kwnews.co.kr"
2026-04,"유정복, 3선 도전 선언...“더 큰 인천, 더 나은 인천 만들겠다”",3주 전,비욘드포스트,http://www.beyondpost.co.kr/view.php?ud=2026042921252926534c878f8fa1_30,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"[미디어포커스] 대만 총리, 저출산 문제에 ""한국처럼 출산율 높여야""",3주 전,대구신문,https://www.idaegu.co.kr/news/articleView.html?idxno=546721,[외부 언론사 기사 - 본문 수집 제외]
2026-04,-411- 나의 돌봄은 요람에서 무덤까지,3주 전,울산제일일보,http://www.ujeil.com/news/articleView.html?idxno=385047,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"경기도, 올 인구정책 예산 9500억 원… 도민 삶의 질 향상에 중점",3주 전,기호일보,https://www.kihoilbo.co.kr/news/articleView.html?idxno=3021392,[외부 언론사 기사 - 본문 수집 제외]
2026-04,여성 1인당 무급 가사노동 가치 연 1646만 원…남성의 2.7배,3주 전,우먼타임스,https://www.womentimes.co.kr/news/articleView.html?idxno=102693,[외부 언론사 기사 - 본문 수집 제외]
2026-04,국민연금공단 황승현 기획이사 임명,3주 전,새전북신문,https://sjbnews.com/news/news.php?number=877530,[외부 언론사 기사 - 본문 수집 제외]
2026-04,(데스크의 눈) 국가균형발전 실현 위한 전북경제 지원 절실,3주 전,새전북신문,https://sjbnews.com/news/news.php?number=877535,[외부 언론사 기사 - 본문 수집 제외]
2026-04,"""임태근 의장의 마지막은 꽃처럼 아름다웠다"" 30여 년 성북구의회 인생...",3주 전,CNB저널(문화경제),https://www.cnbizm.com/news/articleView.html?idxno=301698,[외부 언론사 기사 - 본문 수집 제외]
2026-04,전국 출생아 수 반등…일할 사람 줄어드는 대전,3주 전,금강일보,https://www.ggilbo.com/news/articleView.html?idxno=1155827,[외부 언론사 기사 - 본문 수집 제외]
2026-04,황운하 의원 불출마 시사에 '반발'… 국민의힘 세종시당,3주 전,세종의 소리,https://www.sjsori.com/news/articleView.html?idxno=85540,[외부 언론사 기사 - 본문 수집 제외]
2026-04,[시론] ‘인구구조의 행운’을 ‘사회 대개조’의 마중물로,2026-04-29 18:11:12,부산일보,https://www.busan.com/view/busan/view.php?code=2026042918033427420,"김영미 동서대 교수 전 저출산고령사회위원회 부위원장출산율 반등 인구구조 기저효과정부 위기감 파격적 대책도 작용지속가능성 법·재정 토대 필요해청년들의 ‘낳지 않을 합리적 이유’깨뜨릴 수 있는 건 공동체의 환대생명 환영받는 부모 안심 사회로 27일 부산 해운대구 웨스틴조선에서 열린 2026 부산인구미래포럼에서 참석자들이 박수로 행사를 시작하고 있다. 김종진 기자 kj1761@ 2024년, 끝도 없이 추락하던 합계출산율이 9년 만에 반등에 성공했다. 이어 2025년 역시 증가세를 유지하며 인구절벽의 끝에서 실낱같은 희망을 보여주고 있다. 학계와 언론에서는 이 우상향 곡선이 구조적 개선의 신호탄인지, 일시적인 착시인지를 두고 열띤 논의가 진행 중이다.이번 반등의 배경에는 복합적인 요인이 얽혀 있다. 우선 통계적 측면에서 ‘2차 에코붐 세대’로 불리는 90년대생들이 혼인 연령대에 진입하며 수적 우위에 따른 기저효과를 만들었다는 분석이 우세하다. 동시에 정책적 효능감도 감지된다. 0.7명이라는 극단적 수치에 위기감을 인식한 정부가 주거 지원을 강화하고, ‘6+6 육아휴직제’와 급여 상한액 인상 등 파격적 대책을 내놓으며 결혼과 출산에 대한 긍정적 신호를 보낸 결과라 할 수 있다.문제는 지속성이다. 인구구조의 관점에서 보면 인구가 급감하는 2000년대생이 부모가 되는 2030년경, 이 우상향 곡선은 다시 꺾일 가능성이 크다. 하지만 이를 정해진 미래로 단정하며 손을 놓고 있을 수는 없다. 지금이야말로 정책적 마중물을 부어 사회 체질을 완전히 바꿔야 할 결정적 골든타임이기 때문이다.먼저, 중앙정부는 단기적 보조금을 넘어 청년들이 생애 전반에 걸친 국가의 지지를 체감할 수 있도록 법적·재정적 토대를 구축해야 한다. 분절된 예산 체계를 생애주기별 인구 예산으로 재편하고, 현재 유야무야된 인구 전담 부처 설립을 조속히 추진하여 정책 동력을 확보해야 한다. 재정 확보는 정책 의지의 가장 정직한 척도이며, GDP 대비 최하위권인 아동가족 지출을 선진국 수준으로 끌어올리는 것이 그 시작이다.동시에 커리어와 육아의 양립을 중시하는 청년 세대를 위해 노동시장의 근본적 개혁이 병행되어야 한다. 대기업 위주 가족친화제도의 혜택을 중소기업과 플랫폼 노동자까지 실질적으로 확대하고, 남성 육아 참여가 ‘사회적 기본값’으로 자리매김하도록 직장 문화를 개조해야 한다.지방정부는 시민사회와 협력하여 현장의 사각지대를 메우는 데 집중해야 한다. 수천만 원의 출산장려금을 준다 한들, 아이를 맡길 곳이 없어 동동거리고 소아과 ‘오픈런’을 해야 한다면 그 돈은 무용지물이다. 24시간 촘촘한 돌봄 안전망을 위해 AI 기반 긴급돌봄 매칭 시스템을 구축하고, 아파트 혹은 지역의 유휴 공간을 청년 부모들의 공동 육아와 커뮤니티 거점으로 공유하는 등 ‘돌봄 공유 생태계’ 조성을 위한 과감한 실험을 시도해야 한다.나아가 우리 사회의 문법 자체를 ‘환대’로 전환해야 한다. 아이를 향한 따뜻한 눈짓, 유아차를 위해 문을 잡아주는 사소한 양보가 시민사회의 기본값이 되어야 한다. 이를 뒷받침할 ‘키즈 친화 점포 인증제’나 ‘디지털 환대 지도’ 같은 제도적 설계는 환대의 문턱을 낮추는 실질적 동력이 될 것이다.청년들이 마주한 ‘낳지 않을 합리적 이유’는 견고하다. 이를 깨뜨릴 수 있는 것은 결국 ‘공동체의 환대’와 ‘가족을 통한 자아의 확장’이라는 감각적 경험이다. 사회 전체가 환대의 시선으로 이들의 새로운 라이프스타일을 끌어안을 때, 아이와 함께하는 삶이 개인의 역량을 확장하는 새로운 장치이자 즐거운 실험이 될 때, 청년들은 비로소 ‘함께 살 결심, 낳을 결심’을 할 수 있을 것이다.부산의 인구 전략 또한 양적 접근을 넘어 시민의 행복과 환대 문화가 우상향하는 질적 차별화로 향해야 한다. 부산에 사는 것이 가족의 행복과 삶의 질 측면에서 수도권과 비교할 수 없을 정도로 낫다는 것을 입증해야 한다. 2025년의 반등은 우리에게 주어진 마지막 기회다. 이 통계적 행운을 구조적 축복으로 바꾸기 위해, 우리 사회 전반의 운영 체제와 문화를 재설계하는 대개조를 시작해야 한다. 모든 생명이 환영받고 모든 부모가 안심하는 사회, 그곳에 우리의 우상향 미래가 있다."
2026-04,‘무급 가사노동’ 582조원 가치… 남녀격차는 줄었지만 女 2.7배 ↑ [뉴...,2026-04-29 18:08:09,세계일보,https://www.segye.com/newsView/20260429516032?OutUrl=naver,"저출산·고령화·女 경제활동 증가男 집안일 참여 5년 새 36% 급증미성년 돌봄 1.8% ↓ 성인 20.8% ↑남성의 가사노동 가치 증가율이 여성보다 2배 이상 높게 나타나면서 가사노동에 대한 성별 격차가 5년 전보다 축소됐다. 음식·청소 같은 남성의 집안일 참여가 활발해지고 여성의 경제활동 진출이 늘어난 영향으로, 성별 가사노동 분담 구조가 변화하고 있는 것이다. 29일 국가데이터처가 발표한 ‘2024년 가계생산위성계정’에 따르면, 무급 가사노동의 총 가치는 582조4000억원으로 5년 전보다 20.0% 늘었다. 가계생산위성계정은 소득통계에 포함되지 않는 음식 준비, 청소, 돌보기 등 무급 가사노동을 화폐가치로 환산한 지표다. 가사노동의 총 가치는 명목 국내총생산(GDP) 대비 22.8%로 5년 전과 비교해 1.0%포인트 낮아졌다. 남성의 가사노동 가치 증가율이 여성보다 2배 이상 높게 나타나면서 가사노동에 대한 성별 격차가 5년 전보다 축소됐다. 게티이미지뱅크 1인당 가사노동 가치는 1125만원으로 20.0% 증가했다. 성별로 보면 여성(1646만원)이 남성(605만원)의 2.7배지만, 5년 전(3.2배)보다는 격차가 축소됐다. 남성의 가사노동 가치 증가폭(35.7%)이 여성(14.9%)보다 크게 웃돈 영향이다. 남성은 음식준비나 청소·정리 같은 가정관리 부분에서 5년 전보다 43.6%, 가족·가구원 돌보기에서 13.9% 각각 증가했다. 여자는 가정관리에서 20.6% 늘었으나 가족·가구원 돌보기에서 4.0% 감소했다. 취업·혼인 여부를 봐도 남성의 가사노동 참여가 늘었다. 취업한 남성과 미취업 남성의 가사노동이 각각 32.7%, 40.6% 증가해 여성(21.7%, 10.8%)보다 높았고, 미혼·기혼 남성의 가사노동 역시 68.7%, 28.9%로 여성(47.2%, 12.7%)보다 증가폭이 컸다. 임경은 데이터처 경제통계기획과장은 “여성의 고용 증가로 상대적으로 가사노동 시간이 줄었고, 건조기 등 가전제품 발달로 실제 노동시간이 단축된 영향도 있다”고 분석했다. 결혼을 미루거나, 하지 않는 만혼 추세와 결혼을 하더라도 아이를 낳지 않기로 결정한 가구가 늘어나면서 1·2인 가구를 중심으로 가사노동이 크게 늘었다. 1인 가구의 가사노동 가치는 5년 전에 비해 66.2%나 급증했다. 2인 가구는 40.9%, 3인 가구는 22.2%, 4인 가구는 1.6% 증가했다. 같은 기간 전체 가구에서 1인 가구가 차지하는 비중은 3.8%포인트 증가한 13.6%, 2인 가구는 3.5%포인트 증가한 23.5%다. 전체 가구 10곳 중 4곳(37.1%)이 1·2인 가구다. 전체 가사노동에서 가장 큰 비중을 차지하는 것은 음식준비로, 전체의 33.0%를 차지했다. 이어 미성년자 돌보기(16.9%), 청소·정리(15.4%)가 뒤를 이었다. 음식준비와 청소·정리는 5년 전과 비교해 각각 1.8%포인트, 1.2%포인트 높아졌으나, 미성년자 돌보기는 3.7%포인트 감소했다. 노동가치 평가액 증감률로 보면, 미성년자 돌보기는 5년 전보다 1.8% 감소했으나, 성인돌보기는 20.8% 증가했다. 미성년자 인구 감소, 고령화 등 인구구조 변화가 맞물린 결과로 보인다. 임 과장은 “공공돌봄에 대한 정책 수요가 늘어나는 등 가계 내 돌봄이 가계 밖 돌봄으로 바뀐 영향도 있다”고 설명했다. 반려동물·식물 돌보기가 전체 가사노동에서 차지하는 비중은 1.0%포인트 증가한 4.1%로 나타났으나, 노동가치 평가액 증감률로 보면 60.4% 급증했다."
